ID,AGE_BAND,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,RISK_SCORE,RISK_TIER,PROXY_PREMIUM,ESTIMATED_CLAIM_COST,UNDERWRITING_MARGIN,PRICING_STATUS
237506,26-39,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.344,1,BEFORE 2015,1,0,32765,7000,SEDAN,0,0,0,0,4,Medium Risk,800,0,800,Profitable
664350,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6833,1,AFTER 2015,1,1,10238,10000,SEDAN,9,2,8,0,52,High Risk,2410,0,2410,Profitable
267171,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.4268,1,BEFORE 2015,1,1,92101,14000,SEDAN,3,0,1,1,9,High Risk,710,3500,-2790,Underpriced
709717,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,MIDDLE CLASS,0.6212,0,BEFORE 2015,0,1,32765,11000,SEDAN,6,0,1,0,15,High Risk,950,0,950,Profitable
168479,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6173,0,AFTER 2015,1,1,10238,11000,SEDAN,3,0,3,0,15,High Risk,930,0,930,Profitable
215397,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6486,1,AFTER 2015,1,1,10238,10000,SEDAN,5,2,7,0,41,High Risk,1970,0,1970,Profitable
532832,16-25,FEMALE,MINORITY,0-9Y,HIGH SCHOOL,POVERTY,0.4825,1,BEFORE 2015,0,0,32765,14000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
95223,26-39,FEMALE,MAJORITY,10-19Y,NONE,WORKING CLASS,0.3413,1,BEFORE 2015,0,0,10238,13000,SEDAN,0,0,1,0,3,Low Risk,670,0,670,Profitable
113642,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,MIDDLE CLASS,0.4947,1,BEFORE 2015,0,0,32765,16000,SEDAN,1,0,0,1,2,Low Risk,630,3500,-2870,Underpriced
232232,65+,MALE,MAJORITY,30Y+,NONE,UPPER CLASS,0.4544,1,BEFORE 2015,1,1,10238,8000,SEDAN,6,2,4,0,34,High Risk,1690,0,1690,Profitable
76344,40-64,FEMALE,MAJORITY,20-29Y,NONE,UPPER CLASS,0.5548,1,BEFORE 2015,1,1,32765,9000,SEDAN,2,0,0,0,4,Medium Risk,510,0,510,Profitable
367640,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.5088,1,BEFORE 2015,1,1,10238,14000,SEDAN,1,0,2,0,8,High Risk,870,0,870,Profitable
343880,65+,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.58,1,BEFORE 2015,1,1,10238,11000,SEDAN,3,1,5,0,26,High Risk,1370,0,1370,Profitable
448358,40-64,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.5093,1,AFTER 2015,1,1,32765,11000,SEDAN,4,0,3,0,17,High Risk,1130,0,1130,Profitable
699234,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,POVERTY,0.3196,1,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,1,0,3,Low Risk,670,0,670,Profitable
875152,40-64,MALE,MINORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.5638,0,BEFORE 2015,1,0,10238,14000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
302883,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,MIDDLE CLASS,0.5429,0,BEFORE 2015,1,1,21217,12000,SPORTS CAR,3,0,1,1,11,High Risk,1160,3500,-2340,Underpriced
443332,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5663,1,AFTER 2015,1,1,32765,8000,SEDAN,8,1,1,0,24,High Risk,1290,0,1290,Profitable
488856,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.6232,1,BEFORE 2015,1,1,32765,6000,SEDAN,3,0,1,0,9,High Risk,910,0,910,Profitable
429717,40-64,MALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.525,1,BEFORE 2015,0,1,10238,11000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
268094,16-25,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.4324,1,BEFORE 2015,0,0,32765,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
299698,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.2633,1,BEFORE 2015,0,1,10238,15000,SPORTS CAR,0,0,0,0,10,High Risk,1300,0,1300,Profitable
336173,40-64,FEMALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.6759,0,BEFORE 2015,1,1,92101,12000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
992673,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,MIDDLE CLASS,0.5309,1,BEFORE 2015,1,1,32765,9000,SEDAN,3,1,0,0,11,High Risk,990,0,990,Profitable
676770,16-25,FEMALE,MINORITY,0-9Y,HIGH SCHOOL,POVERTY,0.5581,1,BEFORE 2015,0,1,10238,9000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
142780,65+,MALE,MINORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7383,1,BEFORE 2015,1,1,32765,7000,SEDAN,2,3,2,1,25,High Risk,1430,3500,-2070,Underpriced
659897,65+,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.6701,1,AFTER 2015,1,1,32765,11000,SEDAN,4,1,2,0,19,High Risk,1090,0,1090,Profitable
352690,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.4351,1,BEFORE 2015,1,1,32765,9000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
45797,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3735,0,BEFORE 2015,0,0,10238,18000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
93976,65+,MALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.5884,1,AFTER 2015,0,0,10238,17000,SEDAN,0,0,2,0,6,Medium Risk,570,0,570,Profitable
564461,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,MIDDLE CLASS,0.5455,1,BEFORE 2015,0,1,10238,15000,SEDAN,3,0,2,0,12,High Risk,810,0,810,Profitable
558920,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.4399,1,BEFORE 2015,1,1,10238,11000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
541804,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.3755,0,BEFORE 2015,0,0,10238,17000,SEDAN,0,0,1,1,3,Low Risk,670,3500,-2830,Underpriced
291575,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.3688,0,BEFORE 2015,0,0,10238,12000,SEDAN,0,0,3,1,9,High Risk,910,3500,-2590,Underpriced
625152,26-39,MALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.525,1,BEFORE 2015,0,0,32765,15000,SPORTS CAR,0,0,0,1,6,Medium Risk,1050,3500,-2450,Underpriced
265608,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,MIDDLE CLASS,0.3915,1,BEFORE 2015,0,1,10238,12000,SEDAN,3,0,1,1,9,High Risk,910,3500,-2590,Underpriced
157712,40-64,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7011,1,AFTER 2015,1,1,10238,8000,SEDAN,3,0,0,0,6,Medium Risk,690,0,690,Profitable
420995,16-25,FEMALE,MINORITY,0-9Y,NONE,POVERTY,0.3323,0,BEFORE 2015,0,1,10238,15000,SPORTS CAR,0,0,0,0,10,High Risk,1300,0,1300,Profitable
370361,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6361,1,AFTER 2015,1,0,10238,17000,SEDAN,3,2,3,0,25,High Risk,1330,0,1330,Profitable
690969,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.8524,1,BEFORE 2015,0,0,32765,14000,SEDAN,0,1,0,0,5,Medium Risk,750,0,750,Profitable
566079,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3646,0,BEFORE 2015,1,0,10238,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
519855,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5437,1,BEFORE 2015,1,1,10238,13000,SEDAN,0,1,0,0,5,Medium Risk,750,0,750,Profitable
689719,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.4944,0,AFTER 2015,1,1,10238,12000,SEDAN,4,1,1,0,16,High Risk,970,0,970,Profitable
389959,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6263,0,AFTER 2015,1,1,10238,11000,SEDAN,0,1,0,0,5,Medium Risk,530,0,530,Profitable
189680,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.7734,1,AFTER 2015,1,1,10238,13000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
505640,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.4378,1,BEFORE 2015,0,1,32765,15000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
351587,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.2893,0,BEFORE 2015,0,1,10238,12000,SEDAN,2,1,1,0,12,High Risk,1030,0,1030,Profitable
980505,26-39,MALE,MINORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.7457,0,BEFORE 2015,1,0,10238,14000,SPORTS CAR,1,0,1,1,7,Medium Risk,1000,3500,-2500,Underpriced
798839,40-64,MALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.6594,0,BEFORE 2015,1,0,10238,13000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
745009,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.3934,1,AFTER 2015,1,0,10238,12000,SEDAN,0,0,1,0,3,Low Risk,670,0,670,Profitable
66820,26-39,MALE,MAJORITY,0-9Y,UNIVERSITY,WORKING CLASS,0.5458,1,BEFORE 2015,1,1,32765,8000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
295488,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5074,0,BEFORE 2015,1,1,10238,11000,SEDAN,1,1,0,1,7,Medium Risk,830,3500,-2670,Underpriced
278365,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5822,1,BEFORE 2015,0,1,10238,14000,SEDAN,1,1,7,0,28,High Risk,1470,0,1470,Profitable
653704,26-39,FEMALE,MAJORITY,10-19Y,NONE,WORKING CLASS,0.3942,0,BEFORE 2015,0,1,10238,13000,SEDAN,1,0,2,1,8,High Risk,870,3500,-2630,Underpriced
537037,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5909,1,BEFORE 2015,0,0,10238,15000,SEDAN,0,1,0,0,5,Medium Risk,750,0,750,Profitable
778567,26-39,MALE,MINORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.5913,0,BEFORE 2015,0,0,10238,12000,SEDAN,2,0,2,1,10,High Risk,950,3500,-2550,Underpriced
221647,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.4954,1,AFTER 2015,1,1,10238,8000,SEDAN,4,1,3,0,22,High Risk,1230,0,1230,Profitable
102661,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.525,1,AFTER 2015,0,0,10238,15000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
42872,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6636,1,BEFORE 2015,1,0,32765,8000,SEDAN,2,0,2,1,10,High Risk,950,3500,-2550,Underpriced
847915,40-64,MALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.6714,1,AFTER 2015,1,1,10238,12000,SEDAN,0,0,0,0,4,Medium Risk,700,0,700,Profitable
203156,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6471,1,BEFORE 2015,1,1,10238,12000,SEDAN,8,0,2,0,22,High Risk,1230,0,1230,Profitable
257264,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.2345,0,BEFORE 2015,0,0,32765,10000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
511060,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.4993,1,BEFORE 2015,1,1,10238,9000,SEDAN,1,0,2,0,8,High Risk,870,0,870,Profitable
664096,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.5109,1,AFTER 2015,0,1,10238,11000,SEDAN,4,0,6,0,26,High Risk,1390,0,1390,Profitable
406803,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.4755,1,BEFORE 2015,0,0,10238,13000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
577357,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.4562,0,BEFORE 2015,1,1,10238,11000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
309935,65+,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.525,1,BEFORE 2015,1,1,10238,9000,SEDAN,0,0,1,0,3,Low Risk,550,0,550,Profitable
909251,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6802,1,AFTER 2015,0,1,10238,9000,SEDAN,6,1,12,0,53,High Risk,2450,0,2450,Profitable
794541,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.4437,0,BEFORE 2015,0,0,10238,12000,SPORTS CAR,1,1,2,0,15,High Risk,1320,0,1320,Profitable
360906,40-64,FEMALE,MAJORITY,0-9Y,UNIVERSITY,UPPER CLASS,0.5058,1,BEFORE 2015,1,1,10238,13000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
175876,16-25,MALE,MINORITY,0-9Y,NONE,POVERTY,0.3303,0,AFTER 2015,1,0,10238,12000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
187054,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.582,1,BEFORE 2015,1,1,10238,8000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
255685,40-64,MALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.5597,1,AFTER 2015,0,1,92101,11000,SEDAN,5,0,1,0,13,High Risk,870,0,870,Profitable
274793,65+,MALE,MINORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5842,1,AFTER 2015,1,1,10238,9000,SEDAN,10,1,3,0,34,High Risk,1690,0,1690,Profitable
34708,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.6685,1,BEFORE 2015,1,1,32765,11000,SEDAN,4,3,0,0,23,High Risk,1270,0,1270,Profitable
187975,16-25,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.461,1,BEFORE 2015,0,0,10238,12000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
55949,16-25,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.4758,1,BEFORE 2015,0,0,10238,14000,SPORTS CAR,0,0,0,0,10,High Risk,1300,0,1300,Profitable
128281,26-39,MALE,MINORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5138,0,AFTER 2015,0,1,32765,8000,SEDAN,6,0,4,0,24,High Risk,1510,0,1510,Profitable
166911,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.3906,0,BEFORE 2015,1,1,10238,11000,SEDAN,2,0,1,1,7,Medium Risk,830,3500,-2670,Underpriced
783629,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5271,1,BEFORE 2015,1,0,10238,11000,SPORTS CAR,2,1,1,0,14,High Risk,1080,0,1080,Profitable
887100,65+,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.7426,1,BEFORE 2015,1,1,10238,10000,SEDAN,2,1,1,0,12,High Risk,810,0,810,Profitable
312478,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,WORKING CLASS,0.4103,0,BEFORE 2015,0,0,10238,15000,SEDAN,1,1,2,1,13,High Risk,1070,3500,-2430,Underpriced
190782,16-25,MALE,MAJORITY,0-9Y,NONE,POVERTY,0.2709,1,BEFORE 2015,0,1,10238,12000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
439414,65+,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.4256,1,BEFORE 2015,1,1,32765,12000,SEDAN,1,0,2,0,8,High Risk,750,0,750,Profitable
93366,40-64,FEMALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5696,1,BEFORE 2015,1,1,32765,6000,SEDAN,5,1,2,0,21,High Risk,1190,0,1190,Profitable
294112,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.4609,0,AFTER 2015,1,1,10238,8000,SEDAN,3,0,5,0,21,High Risk,1170,0,1170,Profitable
817262,26-39,FEMALE,MINORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7124,0,AFTER 2015,0,0,10238,16000,SEDAN,0,0,0,0,0,Low Risk,550,0,550,Profitable
432592,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.5921,1,BEFORE 2015,0,0,10238,13000,SEDAN,3,0,5,0,21,High Risk,1170,0,1170,Profitable
860863,26-39,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,WORKING CLASS,0.5179,0,BEFORE 2015,0,1,32765,7000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
212760,16-25,FEMALE,MAJORITY,0-9Y,NONE,POVERTY,0.4011,0,BEFORE 2015,1,0,10238,10000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
269471,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.6408,1,BEFORE 2015,1,1,10238,11000,SEDAN,0,0,2,0,6,Medium Risk,590,0,590,Profitable
863180,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.525,0,AFTER 2015,1,0,92101,10000,SEDAN,9,0,3,0,27,High Risk,1410,0,1410,Profitable
231641,40-64,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.5282,1,BEFORE 2015,1,1,10238,9000,SEDAN,6,0,2,0,18,High Risk,1070,0,1070,Profitable
355897,40-64,FEMALE,MINORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.7384,1,AFTER 2015,0,1,10238,11000,SEDAN,1,0,2,0,8,High Risk,770,0,770,Profitable
135863,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.645,1,AFTER 2015,0,1,10238,11000,SEDAN,3,1,2,0,17,High Risk,1230,0,1230,Profitable
106974,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.4698,0,BEFORE 2015,1,1,10238,11000,SEDAN,3,0,1,0,9,High Risk,690,0,690,Profitable
20043,40-64,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.5821,1,BEFORE 2015,1,1,10238,12000,SEDAN,3,2,4,0,28,High Risk,1470,0,1470,Profitable
53935,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,WORKING CLASS,0.4888,0,AFTER 2015,1,1,10238,12000,SEDAN,0,0,2,0,6,Medium Risk,790,0,790,Profitable
838898,65+,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.5846,1,AFTER 2015,1,1,10238,12000,SPORTS CAR,0,0,0,0,6,Medium Risk,930,0,930,Profitable
194624,65+,MALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.6018,1,BEFORE 2015,1,1,10238,9000,SEDAN,4,0,2,0,14,High Risk,890,0,890,Profitable
928788,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.5237,1,BEFORE 2015,1,0,10238,15000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
869505,65+,FEMALE,MINORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.6175,1,BEFORE 2015,1,1,10238,9000,SEDAN,0,0,0,0,4,Medium Risk,680,0,680,Profitable
984659,16-25,MALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.2029,1,BEFORE 2015,1,1,10238,8000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
757136,40-64,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6903,1,BEFORE 2015,1,1,10238,11000,SEDAN,1,0,1,0,5,Medium Risk,650,0,650,Profitable
247868,26-39,FEMALE,MAJORITY,10-19Y,NONE,WORKING CLASS,0.4087,0,BEFORE 2015,1,1,92101,16000,SEDAN,0,0,0,1,0,Low Risk,550,3500,-2950,Underpriced
637909,40-64,MALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.5565,1,BEFORE 2015,1,1,10238,9000,SPORTS CAR,0,0,0,1,6,Medium Risk,950,3500,-2550,Underpriced
670230,40-64,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5283,0,AFTER 2015,1,1,10238,10000,SPORTS CAR,0,0,0,0,6,Medium Risk,950,0,950,Profitable
506705,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,POVERTY,0.525,0,BEFORE 2015,0,0,32765,9000,SPORTS CAR,3,0,0,1,8,High Risk,1040,3500,-2460,Underpriced
526748,16-25,MALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.4355,1,BEFORE 2015,0,0,10238,13000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
397209,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.2152,0,AFTER 2015,1,1,10238,10000,SEDAN,2,0,1,0,7,Medium Risk,830,0,830,Profitable
388250,65+,FEMALE,MAJORITY,30Y+,HIGH SCHOOL,UPPER CLASS,0.6979,1,BEFORE 2015,1,1,10238,8000,SEDAN,3,0,4,0,18,High Risk,1050,0,1050,Profitable
285594,16-25,FEMALE,MAJORITY,0-9Y,HIGH SCHOOL,POVERTY,0.3182,1,BEFORE 2015,0,1,10238,8000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
597605,40-64,MALE,MAJORITY,0-9Y,HIGH SCHOOL,UPPER CLASS,0.6945,1,BEFORE 2015,1,1,92101,12000,SEDAN,0,0,0,1,4,Medium Risk,700,3500,-2800,Underpriced
26836,40-64,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6658,1,BEFORE 2015,1,1,10238,12000,SEDAN,1,0,0,0,2,Low Risk,530,0,530,Profitable
903337,26-39,FEMALE,MAJORITY,10-19Y,NONE,POVERTY,0.3136,0,BEFORE 2015,1,1,10238,12000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
841628,16-25,FEMALE,MAJORITY,0-9Y,UNIVERSITY,MIDDLE CLASS,0.5171,1,BEFORE 2015,1,1,10238,9000,SEDAN,0,0,0,0,8,High Risk,1050,0,1050,Profitable
787748,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.3768,1,AFTER 2015,0,0,10238,12000,SEDAN,3,0,1,0,9,High Risk,910,0,910,Profitable
963672,40-64,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5866,1,BEFORE 2015,1,1,32765,6000,SEDAN,3,0,0,0,6,Medium Risk,690,0,690,Profitable
211363,65+,MALE,MAJORITY,20-29Y,UNIVERSITY,UPPER CLASS,0.525,1,AFTER 2015,1,1,10238,14000,SEDAN,3,0,3,0,15,High Risk,930,0,930,Profitable
487003,26-39,MALE,MAJORITY,0-9Y,HIGH SCHOOL,MIDDLE CLASS,0.525,0,AFTER 2015,0,0,10238,15000,SEDAN,0,0,0,1,4,Medium Risk,800,3500,-2700,Underpriced
171758,26-39,FEMALE,MINORITY,10-19Y,HIGH SCHOOL,UPPER CLASS,0.6432,1,AFTER 2015,1,0,10238,11000,SEDAN,1,0,0,0,2,Low Risk,630,0,630,Profitable
207495,16-25,MALE,MINORITY,0-9Y,NONE,POVERTY,0.525,0,BEFORE 2015,0,0,32765,10000,SEDAN,0,0,0,1,8,High Risk,1050,3500,-2450,Underpriced
108958,65+,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7213,0,BEFORE 2015,1,1,10238,12000,SEDAN,1,0,0,0,2,Low Risk,510,0,510,Profitable
296014,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.6394,1,AFTER 2015,0,0,10238,13000,SEDAN,1,0,3,0,11,High Risk,990,0,990,Profitable
632524,26-39,MALE,MAJORITY,10-19Y,NONE,POVERTY,0.2438,0,BEFORE 2015,0,0,32765,16000,SEDAN,2,0,0,1,4,Medium Risk,710,3500,-2790,Underpriced
764835,26-39,MALE,MINORITY,10-19Y,HIGH SCHOOL,POVERTY,0.3046,0,BEFORE 2015,0,0,10238,14000,SEDAN,1,0,1,0,5,Medium Risk,750,0,750,Profitable
235168,65+,FEMALE,MAJORITY,30Y+,UNIVERSITY,UPPER CLASS,0.7218,0,BEFORE 2015,1,1,10238,9000,SEDAN,4,0,0,0,8,High Risk,650,0,650,Profitable
914443,26-39,FEMALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.5382,1,AFTER 2015,0,0,10238,12000,SEDAN,0,0,0,0,0,Low Risk,550,0,550,Profitable
233728,26-39,MALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.5052,1,BEFORE 2015,1,1,32765,9000,SEDAN,5,1,1,1,18,High Risk,1270,3500,-2230,Underpriced
786931,65+,MALE,MAJORITY,10-19Y,UNIVERSITY,UPPER CLASS,0.7032,1,BEFORE 2015,0,1,10238,15000,SEDAN,1,0,2,0,8,High Risk,750,0,750,Profitable
567238,26-39,FEMALE,MAJORITY,10-19Y,HIGH SCHOOL,MIDDLE CLASS,0.4852,0,BEFORE 2015,0,1,10238,8000,SEDAN,2,1,1,0,12,High Risk,1030,0,1030,Profitable
384636,26-39,MALE,MAJORITY,10-19Y,UNIVERSITY,WORKING CLASS,0.4263,0,BEFORE 2015,0,1,10238,13000,SEDAN,0,0,0,1,0,Low Risk,550,3500,-2950,Underpriced
314395,65+,FEMALE,MAJORITY,20-29Y,HIGH SCHOOL,UPPER CLASS,0.3812,0,AFTER 2015,1,1,10238,16000,SEDAN,1,0,0,0,2,Low Risk,410,0,410,Profitable
